,1,2,3,4,5,E,SD,
RMSE,29.2957,30.1348,32.0584,29.67,32.9936,30.8305,1.44033,
R^2,0.259912,0.24072,0.235335,0.255565,0.231762,0.244659,0.011139,
W[0],0.0348956,0.0343788,0.0569827,0.0652098,0.086492,0.0555918,0.0196346,
W[1],0.0105823,0.00476082,0.0025054,-0.00399628,-0.000665945,0.00263725,0.00495106,
W[2],-0.0968748,-0.0704706,-0.0725687,-0.115382,-0.0910037,-0.0892599,0.0165832,
W[3],0.000966311,0.00328997,0.00135474,0.00160848,-0.000946208,0.00125466,0.00135681,
W[4],0.328148,-0.15678,0.104075,0.893134,0.901576,0.41403,0.423441,
W[5],-0.670617,0.162987,0.043562,-0.0897388,0.228834,-0.0649947,0.32171,
W[6],-0.467003,-0.665075,-0.0447892,-0.00967082,-0.21057,-0.279422,0.251585,
W[7],-0.369733,-0.0044885,-0.329415,-0.804701,0.0786834,-0.285931,0.31311,
W[8],0.679028,0.824157,-0.295609,0.529915,-0.159102,0.315678,0.455096,
W[9],-0.0289463,-0.168448,0.0139954,0.0761865,0.25588,0.0297336,0.138756,
W[10],-0.00340917,0.410335,0.504037,-0.308696,0.0360184,0.127657,0.29582,
W[11],-0.288825,0.123326,0.247494,0.00149455,0.405259,0.0977498,0.235093,
W[12],0.702625,0.941399,0.868573,0.755212,0.990742,0.85171,0.108809,
W[13],0.160505,-0.271608,-0.119411,-0.326381,0.0378121,-0.103817,0.183225,
W[14],-0.0193267,0.111224,0.0688635,0.00222356,0.0326505,0.039127,0.0466966,
W[15],0.0200206,-0.437835,-0.363186,-0.148741,0.177936,-0.150361,0.230108,
W[16],0.735855,0.332637,-0.0788523,-0.188182,0.138507,0.187993,0.327486,
W[17],0.753329,0.754083,0.661752,0.900804,0.298871,0.673768,0.202493,
W[18],0.41812,0.268019,0.671974,0.36475,-0.135431,0.317486,0.262908,
W[19],0.277502,0.582301,0.404297,-0.675008,-0.542032,0.00941181,0.515467,
W[20],0.542472,-0.446861,-0.248758,-0.047826,-0.315938,-0.103382,0.347709,
W[21],-0.44745,-0.515784,-0.845482,0.209961,-0.0889219,-0.337535,0.364259,
W[22],0.216949,0.0846384,0.279037,0.172976,-0.614313,0.0278574,0.327265,
W[23],-0.401652,0.0534889,0.790742,-0.148417,0.298851,0.118603,0.407545,
W[24],0.156633,-0.263446,-0.0675669,-0.000345471,0.170669,-0.000811338,0.159767,
W[25],0.0716223,-0.190081,-0.283406,0.443053,-0.0688702,-0.0055363,0.253955,
W[26],0.332258,0.227941,0.0988761,0.142687,-0.153265,0.129699,0.1624,
W[27],0.391117,0.382654,0.138015,0.346621,0.0524905,0.26218,0.139754,
W[28],-0.577265,-0.541254,-0.561841,-0.341022,-0.116107,-0.427498,0.177686,
W[29],0.135563,-0.656995,-0.0129993,0.214872,0.647657,0.0656194,0.422916,
W[30],8.12239,8.67725,8.36662,8.52289,8.01297,8.34043,0.245843,
W[31],3.16123,2.65674,2.89464,2.93072,2.83552,2.89577,0.162765,
W[32],0.156902,0.946484,0.212144,-0.073379,-0.233158,0.201799,0.405361,
W[33],4.51984,3.93869,4.06113,4.29031,4.43149,4.24829,0.219066,
W[34],-0.0360309,-0.0411169,-0.0332807,-0.0396042,-0.0430281,-0.0386122,0.00351701,
W[35],-0.00306434,-0.00196007,0.00181264,-0.00509894,-0.00312177,-0.00228649,0.0022857,
W[36],0.131416,0.188217,0.158097,0.365809,0.247982,0.218304,0.0833284,
W[37],1.23889,1.66811,1.76569,2.41112,2.04604,1.82597,0.390906,
W[38],0.0420896,0.0416128,0.0453186,0.0384398,0.0273708,0.0389663,0.00619425,
W[39],0.14168,-0.0990626,-0.0655937,0.263445,-0.0217555,0.0437427,0.137476,
W[40],0.151146,-0.106833,-0.0749165,0.278845,-0.0229639,0.0450555,0.146971,
W[41],0.157527,-0.105773,-0.0706601,0.285941,-0.0172172,0.0499635,0.148709,
W[42],0.154305,-0.116202,-0.0788915,0.285702,-0.0323207,0.0425186,0.15308,
W[43],0.148262,-0.107607,-0.0764111,0.281427,-0.0207229,0.0449895,0.147587,
W[44],0.156097,-0.105848,-0.0703041,0.285027,-0.0262289,0.0477486,0.149025,
W[45],0.152982,-0.0992282,-0.0677161,0.281098,-0.0273473,0.0479577,0.14567,
W[46],-0.0338237,0.134558,-0.355161,-0.189758,-0.435635,-0.175964,0.208018,
W[47],-0.0277879,0.14204,-0.337098,-0.175195,-0.419504,-0.163509,0.203757,
W[48],-0.0308607,0.137845,-0.350004,-0.181738,-0.429376,-0.170827,0.206853,
W[49],-0.0336083,0.144264,-0.36016,-0.185782,-0.433037,-0.173665,0.211138,
W[50],-0.0240327,0.154529,-0.351072,-0.181505,-0.44285,-0.168986,0.216327,
W[51],-0.0333507,0.137444,-0.354706,-0.190972,-0.427756,-0.173868,0.206937,
W[52],-0.0254564,0.149955,-0.346493,-0.178615,-0.438516,-0.167825,0.212869,
W[53],2.42869,2.04134,1.826,1.29486,1.57747,1.83367,0.388121,
