,1,2,3,4,5,E,SD,
RMSE,31.4801,25.8282,29.9215,32.7305,31.7043,30.3329,2.42514,
R^2,0.27311,0.264464,0.246006,0.23329,0.27259,0.257892,0.0157316,
W[0],0.0685675,0.10493,0.0784978,0.0710367,0.0143983,0.067486,0.029514,
W[1],5.9748e-05,-0.0288734,-0.038202,-0.000547263,0.00442039,-0.0126285,0.0174098,
W[2],-0.0893054,-0.119665,-0.108651,-0.105758,-0.0641865,-0.0975131,0.0192912,
W[3],0.00426753,0.0170287,0.0143457,0.000575332,-0.00431033,0.00638139,0.00811526,
W[4],0.240407,0.645422,0.338996,-0.207862,0.178072,0.239007,0.275165,
W[5],-0.145747,-0.286475,-0.074656,0.109751,-0.0532218,-0.0900696,0.128995,
W[6],0.361721,0.730804,0.0727658,0.69236,0.574787,0.486488,0.243558,
W[7],1.14132,0.550302,0.322598,0.425668,0.49388,0.586753,0.28748,
W[8],0.752479,0.810727,0.689742,0.343731,0.816653,0.682666,0.175586,
W[9],-0.220461,0.15423,0.224385,-0.173857,0.55359,0.107577,0.283394,
W[10],0.19762,0.114415,0.0789122,0.165818,0.260407,0.163435,0.0634427,
W[11],0.558386,0.898285,-0.1399,-0.286679,0.253538,0.256726,0.437083,
W[12],0.983065,0.829323,0.984831,0.961847,0.583579,0.868529,0.153679,
W[13],0.0719656,0.111953,0.134235,0.183909,-0.142689,0.0718746,0.113212,
W[14],0.0132109,0.00584344,-0.052869,0.0561478,0.0305045,0.0105675,0.0361346,
W[15],-0.111857,-0.236003,-0.297722,-0.216219,-0.217646,-0.21589,0.0598783,
W[16],0.274002,0.0885778,0.548334,0.779847,0.590285,0.456209,0.244768,
W[17],0.47013,0.311697,0.305692,0.388641,0.363362,0.367904,0.0598837,
W[18],-0.140662,-0.17105,0.0647433,0.0758479,0.0589688,-0.0224304,0.109499,
W[19],0.0484134,-0.245864,-0.0734539,0.595383,-0.051826,0.0545306,0.286527,
W[20],0.0667291,0.108683,-0.118943,-0.13573,0.0625217,-0.00334804,0.102653,
W[21],-0.885178,-1.34133,-0.556238,-0.894903,-0.965046,-0.92854,0.25034,
W[22],-1.32224,-0.853285,-0.600183,-0.6838,-0.864949,-0.864891,0.249865,
W[23],-0.112,-0.347346,-0.253707,0.120512,-0.357712,-0.190051,0.178575,
W[24],-0.238112,-0.210567,-0.208787,-0.249731,-0.225616,-0.226563,0.0157664,
W[25],-0.0500299,-0.117572,-0.0546352,-0.0137785,-0.0507759,-0.0573583,0.0335539,
W[26],-0.110839,-0.26658,0.125711,0.257157,0.189442,0.0389781,0.196761,
W[27],0.25372,0.0212118,-0.217455,0.166206,-0.132808,0.0181748,0.176477,
W[28],-0.641394,-0.824045,-0.835856,-0.717661,-0.336347,-0.67106,0.182015,
W[29],0.652876,0.235719,0.138618,0.365131,-0.0209985,0.274269,0.227451,
W[30],9.07885,8.6237,9.21401,8.89714,9.08749,8.98024,0.204892,
W[31],3.27575,4.0401,3.14838,3.54052,3.40251,3.48145,0.30824,
W[32],-0.579325,-0.245585,-0.126663,-0.390499,0.0368452,-0.261045,0.212178,
W[33],4.50708,5.57302,4.31138,4.83507,4.65046,4.7754,0.434208,
W[34],-0.185782,-0.199095,-0.19558,-0.186308,-0.232484,-0.19985,0.0171176,
W[35],-0.00981688,-0.0144751,-0.0133233,-0.0156693,-0.00640572,-0.0119381,0.00338774,
W[36],0.267397,0.361954,0.255099,0.515413,0.366233,0.353219,0.0933223,
W[37],0.670659,0.0679379,-0.494278,-0.563101,-0.788101,-0.221377,0.527609,
W[38],0.0503496,0.0606156,0.055733,0.0603098,0.0426329,0.0539282,0.00676895,
W[39],0.0156492,-0.103531,0.251116,-0.0862819,-0.00611673,0.0141672,0.126887,
W[40],0.0162449,-0.103445,0.277789,-0.0936139,-0.0090041,0.0175942,0.138151,
W[41],0.0139085,-0.0955564,0.288629,-0.0924689,-0.00957126,0.0209881,0.140763,
W[42],0.00851802,-0.122131,0.277551,-0.106134,0.00591697,0.012744,0.143186,
W[43],0.0164953,-0.0810095,0.299437,-0.096411,-0.0227031,0.0231618,0.143962,
W[44],0.00946883,-0.0811617,0.30049,-0.10155,0.00988485,0.0274263,0.143958,
W[45],0.0332075,-0.0821137,0.286968,-0.0751579,-0.0285736,0.026866,0.13642,
W[46],0.0471264,-0.108156,-0.483247,0.146278,0.266318,-0.026336,0.259346,
W[47],0.046455,-0.124512,-0.47753,0.143634,0.249477,-0.032495,0.254278,
W[48],0.056234,-0.107851,-0.477988,0.159217,0.263321,-0.0214135,0.259099,
W[49],0.0650563,-0.110241,-0.484161,0.169211,0.24834,-0.0223592,0.260232,
W[50],0.0640471,-0.108013,-0.485972,0.165724,0.273056,-0.0182315,0.265443,
W[51],0.0597799,-0.0913868,-0.464416,0.161871,0.276442,-0.0115418,0.256735,
W[52],0.0610397,-0.0926933,-0.468828,0.15715,0.268846,-0.014897,0.256118,
W[53],3.96639,4.1363,4.01093,4.00986,3.97531,4.01976,0.060961,
