,1,2,3,4,5,E,SD,
RMSE,26.2768,27.0192,24.1271,33.9821,30.7738,28.4358,3.50602,
R^2,0.347415,0.404014,0.382375,0.341865,0.281855,0.351505,0.0416435,
W[0],4.37339,4.39704,3.88677,2.51158,3.76877,3.78751,0.685999,
W[1],-0.404408,-0.10094,1.07363,0.18444,-0.216077,0.10733,0.519526,
W[2],-0.334654,-0.0638388,0.276861,-0.0596179,-0.00303065,-0.0368561,0.194675,
W[3],-0.124506,-0.372861,-1.24289,-0.585396,-0.240224,-0.513174,0.395714,
W[4],-0.818116,-0.514083,-0.118567,-0.551104,-0.413952,-0.483164,0.226047,
W[5],0.148402,0.175662,0.074489,0.0769565,0.0777061,0.110643,0.0428486,
W[6],-0.0527834,-0.0656571,0.0595315,-0.00748589,0.223667,0.0314544,0.105619,
W[7],-0.0980741,0.0616988,-0.137844,-0.162074,-0.285671,-0.124393,0.112191,
W[8],-1.06594,-0.22273,-0.0320515,-0.0175319,0.335054,-0.20064,0.468647,
W[9],-0.515947,-0.438105,0.222424,0.0215963,-0.343822,-0.210771,0.284313,
W[10],0.267728,-0.272114,-0.615,-0.444425,-0.797611,-0.372284,0.3646,
W[11],-0.627545,-0.0404259,-0.443396,-0.0127348,-0.550014,-0.334823,0.258531,
W[12],-0.0399102,-0.0530062,-0.073914,-0.0455312,-0.0466643,-0.0518052,0.0118112,
W[13],-0.00282168,-0.0450871,0.0044205,-0.0200862,-0.0601027,-0.0247354,0.0245639,
W[14],-0.593263,-0.727069,0.086802,-0.909377,-0.203218,-0.469225,0.362085,
W[15],-0.391933,-0.490812,0.672511,-0.153814,-0.527854,-0.178381,0.444965,
W[16],3.42866,3.31087,2.84754,3.197,2.95806,3.14843,0.216356,
W[17],0.305099,0.216603,-0.815212,-0.0223605,0.3658,0.0099859,0.433217,
W[18],0.375886,0.294692,0.230937,0.257566,0.363781,0.304572,0.0571324,
W[19],-0.00749301,-0.0121302,-0.0140912,-0.026865,0.00728638,-0.0106586,0.011033,
W[20],0.71003,0.869863,0.558455,0.995688,0.823771,0.791562,0.148204,
W[21],0.961784,-0.117497,-0.386193,0.372435,0.565723,0.27925,0.481004,
W[22],1.98247,2.35106,1.69213,1.35245,1.08307,1.69224,0.44829,
W[23],0.240754,0.716232,0.84002,-0.516416,-0.0217718,0.251764,0.495342,
W[24],1.75953,0.859996,1.42734,1.35703,1.82198,1.44518,0.343896,
W[25],0.142049,0.012703,0.171155,-0.111327,0.0384231,0.0506007,0.100699,
W[26],0.241255,0.0561143,0.301328,-0.0503963,0.325156,0.174691,0.146855,
W[27],1.27371,1.16475,0.495474,0.144516,0.733458,0.762382,0.418854,
W[28],-0.306706,0.610169,0.822404,-0.875564,-0.603943,-0.0707278,0.670682,
W[29],1.00641,-0.0456183,0.818557,0.123608,-0.181674,0.344256,0.477639,
W[30],0.363857,-0.766047,-0.733686,0.634455,0.715054,0.0427266,0.657605,
W[31],-0.844674,0.0785519,-0.164364,-0.572156,0.0248382,-0.295561,0.357172,
W[32],0.130722,-0.0991434,0.427337,0.576381,0.358152,0.27869,0.237353,
W[33],-0.192585,0.20818,0.287272,-0.368077,0.240382,0.0350343,0.264605,
W[34],0.0183236,0.392058,-0.410192,0.448664,-0.281628,0.0334451,0.345637,
W[35],-0.142732,-0.319727,-0.936093,-0.589229,-0.245011,-0.446559,0.286013,
W[36],0.822118,0.846831,0.928676,0.969572,-0.116728,0.690094,0.406937,
W[37],0.252908,-0.286867,0.593556,0.563111,0.418009,0.308143,0.321132,
W[38],-0.484248,0.01622,0.863338,0.0108545,0.990135,0.27926,0.560476,
W[39],0.337493,0.461303,-0.0975876,-0.38391,0.214633,0.106386,0.3076,
