,1,2,3,4,5,E,SD,
RMSE,23.0987,29.5541,32.1227,23.6753,28.5334,27.3969,3.48149,
R^2,0.450246,0.292471,0.367452,0.53047,0.358571,0.399842,0.0823228,
X[29],8.31247,9.65376,7.60265,7.79985,9.03481,8.48071,0.767588,
X[30],9.10738,9.23172,8.68738,9.4317,10.238,9.33924,0.5112,
X[32],1.30952,0.752588,1.66006,1.64688,0.357641,1.14534,0.51345,
X[33],3.8217,3.8386,4.68737,3.95981,4.61005,4.18351,0.383594,
X[36],4.81085,5.10995,4.21198,5.30613,5.62423,5.01263,0.479879,
X[0] * X[29],2.30583,0.594399,2.22006,2.43322,2.11062,1.93283,0.677499,
X[0] * X[30],-0.872646,-0.19447,0.0586455,0.441506,-0.084774,-0.130348,0.428936,
X[0] * X[31],0.689583,-0.265006,0.0691434,-0.446585,0.255363,0.0604997,0.399219,
X[0] * X[32],-2.77475,-1.05551,-2.88896,-2.80776,-2.27938,-2.36127,0.687096,
X[0] * X[33],0.228044,-0.512007,-0.586957,-0.79477,-0.0710448,-0.347347,0.372057,
X[0] * X[34],0.371971,0.443005,0.325326,0.482949,0.219337,0.368518,0.0924933,
X[0] * X[35],0.0767488,0.0713698,0.0484396,-0.0523136,0.366353,0.102119,0.1401,
X[0] * X[36],-1.47166,-1.79258,-2.85999,-1.91793,-0.673313,-1.74309,0.706906,
X[1] * X[29],0.815431,0.636527,0.819762,0.496851,1.02217,0.758149,0.178804,
X[1] * X[30],-0.745264,-0.869188,-1.23288,-1.27817,-0.918456,-1.00879,0.209702,
X[1] * X[32],-0.780754,-0.61689,-0.769871,-0.745358,-0.741025,-0.730779,0.0588455,
X[1] * X[33],0.0397005,-0.0245211,0.13854,0.154788,0.141761,0.0900537,0.0705378,
X[1] * X[34],-0.0578456,-0.0216306,-0.0444131,-0.00199897,0.00679096,-0.0238195,0.0244941,
X[1] * X[35],0.0689863,0.056619,0.0528071,0.110226,0.0300739,0.0637424,0.0264276,
X[1] * X[36],-0.132468,-0.241651,0.153172,0.456489,-0.101649,0.0267784,0.250812,
X[2] * X[29],0.945868,0.433125,1.11501,0.694003,0.893771,0.816356,0.234007,
X[2] * X[30],-0.245262,-0.841261,-0.479325,-0.106156,-0.00587932,-0.335577,0.29862,
X[2] * X[31],0.103337,0.414839,-0.0854573,0.302609,0.24436,0.195938,0.172858,
X[2] * X[32],-1.15215,-0.123446,-1.3774,-1.23481,-1.27212,-1.03198,0.459999,
X[2] * X[33],-0.174147,0.0401846,-0.661354,-0.152582,-0.340754,-0.25773,0.235202,
X[2] * X[34],-0.00590069,-0.102799,-0.296891,-0.212652,0.0138653,-0.120876,0.119252,
X[2] * X[35],-0.390716,-0.190036,-0.191397,-0.165156,-0.178223,-0.223106,0.0843386,
X[2] * X[36],-3.75746,-3.26486,-2.69192,-2.25233,-3.227,-3.03871,0.518045,
X[3] * X[29],3.08296,3.67332,2.31788,2.69687,3.13581,2.98137,0.45478,
X[3] * X[30],2.0614,2.34278,1.78245,1.6524,1.91528,1.95086,0.238548,
X[3] * X[32],-3.58897,-4.25487,-2.71633,-2.97535,-3.36291,-3.37969,0.531706,
X[3] * X[33],-0.179616,-0.493384,-0.0530727,0.0313433,-0.215921,-0.18213,0.179027,
X[3] * X[35],-0.0586667,-0.0204391,-0.00879575,-0.0928848,-0.0412321,-0.0444037,0.0296855,
X[3] * X[36],-0.924679,0.102834,0.0512666,-0.353177,-0.802093,-0.38517,0.422976,
X[5] * X[29],2.43384,3.54238,2.54815,2.94984,3.14697,2.92424,0.403558,
X[5] * X[30],3.00839,2.06172,2.0706,1.78815,2.60157,2.30609,0.439083,
X[5] * X[31],1.48677,1.22466,0.80001,0.511133,0.649283,0.934371,0.365477,
X[5] * X[32],-0.71667,-0.296165,0.209766,-0.167362,0.0571875,-0.182649,0.319315,
X[5] * X[33],1.41204,0.376119,0.219587,1.50508,1.04529,0.911622,0.526527,
X[5] * X[34],-0.575625,-0.412714,-0.5299,-0.661778,-0.291065,-0.494216,0.12953,
X[5] * X[35],0.508179,-0.676024,0.276114,0.038546,-0.231878,-0.0170127,0.411169,
X[5] * X[36],2.31566,1.83442,1.26454,1.63141,1.14206,1.63762,0.420306,
X[6] * X[29],0.617019,0.602547,1.65266,1.26062,1.40044,1.10666,0.424736,
X[6] * X[30],1.61342,-0.850105,-0.25774,-0.118349,-0.294277,0.0185905,0.835598,
X[6] * X[31],0.320466,0.461643,0.20612,0.624864,-0.226461,0.277326,0.288267,
X[6] * X[32],0.0318082,0.464819,0.673507,0.995652,0.597232,0.552604,0.313635,
X[6] * X[33],-0.119518,-0.869001,-0.165115,0.147717,-0.380596,-0.277303,0.340265,
X[6] * X[34],0.680359,0.527754,1.07784,0.945541,0.0857417,0.663447,0.347488,
X[6] * X[35],0.00286012,-0.398237,0.271866,-0.384802,0.210345,-0.0595934,0.285332,
X[6] * X[36],0.140843,-0.157131,0.535676,0.443356,0.280402,0.248629,0.24396,
X[7] * X[29],-0.407575,1.50032,0.176682,0.495026,0.210344,0.394959,0.625719,
X[7] * X[30],-0.0572101,0.160429,-0.877291,-0.611373,0.585348,-0.160019,0.526693,
