,1,2,3,4,5,E,SD,
RMSE,28.6705,25.4639,25.8118,38.3119,33.1916,30.2899,4.87315,
R^2,0.284798,0.321019,0.322035,0.179439,0.225063,0.266471,0.0560141,
W[0],0.0223817,0.0133429,0.0199931,0.0555411,0.143707,0.0509932,0.0486081,
W[1],-0.0365384,-0.0362051,-0.0383886,-0.027397,-0.0109533,-0.0298965,0.010209,
W[2],-0.131116,-0.130522,-0.148894,-0.165823,-0.0940327,-0.134077,0.0238843,
W[3],0.0130853,0.0144979,0.0134476,0.0015499,-0.00535747,0.00744465,0.0079529,
W[4],0.30178,-0.258416,0.491917,0.384447,0.823781,0.348702,0.351648,
W[5],-0.0352002,-0.152117,0.176931,-0.206633,-0.326374,-0.108679,0.170789,
W[6],0.717837,0.642869,1.06058,0.917302,0.354298,0.738577,0.242028,
W[7],-0.0491783,0.705959,0.514186,0.199834,0.107051,0.29557,0.275597,
W[8],0.401384,0.615392,-0.0598336,0.782519,1.35325,0.618542,0.463475,
W[9],0.066109,0.978003,-0.0195086,0.154642,-0.0137117,0.233107,0.377796,
W[10],0.137268,0.223591,-0.0428764,-0.0143847,0.165633,0.0938463,0.104192,
W[11],0.423391,1.01177,0.171848,-0.131002,-0.250406,0.24512,0.44987,
W[12],0.877779,0.521447,0.913999,1.01001,0.971371,0.858921,0.174785,
W[13],0.269395,-0.06131,0.297034,0.428908,0.00250982,0.187307,0.18607,
W[14],0.0834966,0.064655,-0.0902136,0.00490068,0.0529699,0.0231617,0.0623505,
W[15],-0.250916,-0.227195,-0.302604,-0.319135,-0.236235,-0.267217,0.0368104,
W[16],0.221173,0.132155,0.0185563,0.209759,1.05994,0.328316,0.372889,
W[17],0.318075,0.204,0.518459,0.28477,0.346896,0.33444,0.103699,
W[18],-0.14366,-0.155043,0.135997,0.130786,0.0238781,-0.00160841,0.127149,
W[19],0.0100098,0.256255,-0.235965,-0.0448078,-0.42697,-0.0882956,0.230988,
W[20],-0.147265,-0.0302418,-0.307147,0.154442,0.266667,-0.012709,0.205473,
W[21],-1.19343,-1.38053,-1.29878,-0.954688,-0.907653,-1.14702,0.186549,
W[22],-0.294887,-1.09184,-0.924591,-0.648594,-0.367431,-0.665469,0.308344,
W[23],0.00337821,-0.185938,0.317698,-0.7284,-0.786584,-0.275969,0.425206,
W[24],-0.220145,-0.18801,-0.209028,-0.226707,-0.219791,-0.212736,0.0136012,
W[25],-0.160308,-0.173755,0.0290254,-0.0255896,-0.0137104,-0.0688676,0.0822935,
W[26],-0.178154,-0.164536,-0.0510092,-0.0124965,0.359166,-0.00940584,0.195001,
W[27],0.110012,-0.166513,0.268575,-0.0200367,0.0476885,0.0479452,0.143627,
W[28],-0.890476,-0.673419,-0.905663,-0.896375,-0.562725,-0.785732,0.141381,
W[29],0.203405,-0.18596,0.373833,0.33824,0.551845,0.256273,0.247494,
W[30],9.00305,9.51668,9.1803,8.53866,8.44493,8.93672,0.400097,
W[31],3.2787,3.14338,3.35155,3.58457,3.91117,3.45388,0.269728,
W[32],-0.167362,0.180468,-0.381618,-0.335408,-0.640097,-0.268803,0.270982,
W[33],4.58534,4.38517,4.66951,4.90957,5.49343,4.8086,0.381488,
W[34],-0.233582,-0.234345,-0.231088,-0.231772,-0.231145,-0.232386,0.00133201,
W[35],-0.0096095,-0.008118,-0.00752795,-0.00763685,-0.00238091,-0.00705464,0.00245213,
W[36],0.187339,0.264369,0.359796,0.269973,0.476811,0.311658,0.0990171,
W[37],1.95633,1.96544,2.5219,2.55825,2.22561,2.2455,0.259483,
W[38],0.0546798,0.0526117,0.0521258,0.0500036,0.0405504,0.0499943,0.00495046,
W[39],0.302481,-0.0852375,-0.098845,-0.17907,-0.0220339,-0.016541,0.167161,
W[40],0.345604,-0.0762229,-0.0900382,-0.187824,-0.038273,-0.00935073,0.184209,
W[41],0.348945,-0.0804897,-0.100845,-0.19132,-0.0488401,-0.0145101,0.187801,
W[42],0.356884,-0.0788851,-0.0991094,-0.196028,-0.0524994,-0.0139275,0.191638,
W[43],0.338443,-0.0770085,-0.0942457,-0.187078,-0.0279055,-0.00955895,0.181481,
W[44],0.332688,-0.086332,-0.102741,-0.197748,-0.0340975,-0.0176461,0.182976,
W[45],0.343355,-0.0721683,-0.0841749,-0.17924,-0.029077,-0.00426119,0.180592,
W[46],0.137689,-0.226891,0.045043,0.00503663,-0.189984,-0.0458214,0.140063,
W[47],0.12999,-0.219526,0.0421863,-0.00020613,-0.20362,-0.050235,0.138356,
W[48],0.140511,-0.218691,0.0517341,0.0100851,-0.188772,-0.0410267,0.13969,
W[49],0.180907,-0.189005,0.0909062,0.0424032,-0.172731,-0.00950385,0.146899,
W[50],0.127217,-0.248401,0.0340363,0.00078416,-0.221884,-0.0616495,0.147835,
W[51],0.127671,-0.232884,0.0346524,-0.00399227,-0.215763,-0.0580632,0.142442,
W[52],0.133432,-0.230206,0.0445933,0.00485998,-0.208981,-0.0512602,0.143768,
W[53],2.03418,2.17526,1.60069,1.43272,1.82395,1.81336,0.272015,
