,1,2,3,4,5,E,SD,
RMSE,32.0662,29.985,28.485,31.0947,31.4176,30.6097,1.25814,
R^2,0.239344,0.276231,0.287071,0.23153,0.245945,0.256024,0.0216885,
W[0],-0.00295573,0.01994,0.0220178,0.0215214,0.0456424,0.0212332,0.0153836,
W[1],-0.0114305,-0.0202292,-0.016687,-0.0132796,-0.0108704,-0.0144993,0.00351258,
W[2],-0.0584232,-0.069824,-0.0728455,-0.0701294,-0.0666581,-0.067576,0.00497911,
W[3],0.000688854,-0.000368092,-0.00156017,0.00297359,-0.000237806,0.000299274,0.00151625,
W[4],-0.0838131,0.40724,0.563815,0.647272,-0.161832,0.274536,0.334382,
W[5],-0.266765,0.155018,0.0321828,0.0287224,-0.0809171,-0.0263518,0.141514,
W[6],0.496182,0.317144,-0.498899,0.4086,0.649901,0.274586,0.401999,
W[7],-0.103744,-0.441609,-0.58221,-0.289787,0.854298,-0.112611,0.508949,
W[8],0.740899,-0.158017,0.32299,0.137507,0.38341,0.285358,0.295631,
W[9],-0.106034,-0.092934,0.98255,0.210124,0.10794,0.220329,0.39959,
W[10],0.136196,0.170067,0.134442,0.152474,0.33769,0.186174,0.0768454,
W[11],0.355473,0.601239,0.455488,-0.0901698,0.754662,0.415339,0.286508,
W[12],0.894893,0.838457,0.31463,0.91957,0.561215,0.705753,0.233654,
W[13],-0.0827247,0.142909,-0.163771,-0.303737,-0.147281,-0.110921,0.145958,
W[14],0.0347655,-0.00670712,-0.203623,-0.00792864,-0.0156115,-0.039821,0.0837784,
W[15],0.0509505,-0.216745,-0.182402,0.00442708,-0.163606,-0.101475,0.107838,
W[16],-0.0160463,0.123669,0.616395,0.486295,0.134338,0.26893,0.240169,
W[17],0.39546,0.327545,0.441188,0.236414,0.292885,0.338698,0.0726792,
W[18],-0.443774,-0.140069,-0.17467,-0.212126,-0.244461,-0.24302,0.106329,
W[19],0.589356,0.12252,-0.494594,-0.158939,0.655316,0.142732,0.438136,
W[20],0.0601412,-0.31414,-0.2479,-0.188271,-0.0790576,-0.153846,0.131992,
W[21],-0.919259,-0.806758,-0.58617,-0.930215,-1.33069,-0.914619,0.242031,
W[22],-0.13,0.113077,0.524199,0.0422686,-1.015,-0.0930907,0.508557,
W[23],-0.173046,0.601362,0.321732,0.327255,0.0995404,0.235369,0.258884,
W[24],-0.020399,-0.213917,-0.16344,0.0326329,-0.181292,-0.109283,0.097064,
W[25],-0.211232,-0.210046,-0.101628,-0.161566,-0.276701,-0.192235,0.0582456,
W[26],-0.157189,-0.184532,0.114448,0.20462,-0.189568,-0.0424444,0.167724,
W[27],0.150023,0.209219,0.0153187,-0.0854997,-0.0596749,0.0458772,0.115639,
W[28],-0.0182493,-0.566486,-0.387025,0.0400622,-0.212567,-0.228853,0.226252,
W[29],-0.310101,-0.0602452,0.0410968,-0.0699795,0.417696,0.00369356,0.236973,
W[30],9.17644,9.43489,8.80262,9.93877,9.49797,9.37014,0.37509,
W[31],3.69713,3.34705,3.8361,3.03666,3.33906,3.4512,0.284215,
W[32],0.243144,0.0290873,-0.130991,0.0159327,-0.489089,-0.0663831,0.242715,
W[33],5.01787,4.61737,5.15702,4.16799,4.71994,4.73604,0.34458,
W[34],-0.021131,-0.0264654,-0.0308293,-0.0242618,-0.0357863,-0.0276947,0.00513181,
W[35],0.00738046,0.00834136,0.0124017,0.0125842,-0.00728845,0.00668384,0.00729335,
W[36],0.251458,0.193144,0.305659,0.234116,0.302231,0.257321,0.0425324,
W[37],0.117386,-0.751568,0.641922,0.705079,0.804848,0.303533,0.578783,
W[38],0.0407624,0.0412196,0.0376654,0.0402121,0.0450293,0.0409777,0.00236972,
W[39],0.150565,-0.29911,-0.386357,0.0422723,0.220006,-0.0545248,0.243612,
W[40],0.165786,-0.316264,-0.406347,0.0473748,0.235726,-0.0547449,0.259018,
W[41],0.163911,-0.327678,-0.415302,0.0426158,0.234467,-0.0603973,0.26278,
W[42],0.16714,-0.333667,-0.422836,0.0427675,0.2552,-0.0582793,0.271306,
W[43],0.156268,-0.326977,-0.41646,0.03403,0.241926,-0.0622426,0.262712,
W[44],0.176093,-0.31297,-0.399663,0.0552919,0.233069,-0.0496359,0.25836,
W[45],0.158076,-0.313875,-0.398502,0.0417477,0.230323,-0.056446,0.253444,
W[46],-0.0568545,0.0361728,-0.237645,-0.241236,0.363895,-0.0271337,0.222688,
W[47],-0.0689624,0.0231087,-0.238528,-0.243321,0.349928,-0.0355547,0.217954,
W[48],-0.0544415,0.0367945,-0.225986,-0.233056,0.370712,-0.0211955,0.221307,
W[49],-0.0562251,0.0382969,-0.237344,-0.23737,0.377227,-0.023083,0.22669,
W[50],-0.0735634,0.0247155,-0.249987,-0.254259,0.371412,-0.0363366,0.230004,
W[51],-0.0453466,0.0471053,-0.226361,-0.228113,0.367894,-0.0169643,0.219753,
W[52],-0.0669359,0.0338261,-0.238816,-0.241615,0.35516,-0.0316763,0.220071,
W[53],4.01545,3.93593,3.90545,3.97808,3.97456,3.96189,0.0378154,
