,1,2,3,4,5,E,SD,
RMSE,27.558,23.8757,31.733,26.0199,26.404,27.1181,2.59691,
R^2,0.385477,0.445525,0.404188,0.402443,0.424991,0.412525,0.0207227,
X[29],10.316,10.2616,11.2138,11.6542,10.1354,10.7162,0.605232,
X[30],11.9208,12.4332,12.3097,12.5836,12.9894,12.4474,0.34892,
X[32],0.288673,1.00968,-0.514683,0.474377,0.320211,0.315651,0.489299,
X[33],2.52511,3.41766,2.21908,2.66696,2.66293,2.69835,0.394806,
X[36],5.15214,6.6966,6.58719,6.70025,7.87524,6.60228,0.865106,
X[0] * X[29],3.67868,3.11548,3.56927,1.23102,3.92633,3.10416,0.972745,
X[0] * X[30],0.185059,-0.185702,0.263131,-0.696199,0.137968,-0.0591488,0.353329,
X[0] * X[31],0.143129,-0.530098,-0.177719,0.202926,-0.356635,-0.143679,0.282214,
X[0] * X[32],-3.7597,-3.1268,-3.7368,-1.51439,-3.68956,-3.16545,0.85811,
X[0] * X[33],-0.0865054,-0.620482,-0.477377,-0.0174661,-0.731863,-0.386739,0.285819,
X[0] * X[34],0.451619,0.213266,0.110305,0.263821,0.101877,0.228178,0.127487,
X[0] * X[35],-0.10753,0.352757,0.395667,0.37587,0.500416,0.303436,0.211603,
X[0] * X[36],-2.46589,-1.94309,-1.89537,-2.30968,-2.03601,-2.13001,0.220875,
X[1] * X[29],1.59875,0.32872,1.06165,0.971734,1.03342,0.998856,0.40369,
X[1] * X[30],-1.34761,-1.19503,-0.861648,-1.15812,-1.1381,-1.1401,0.157444,
X[1] * X[32],-1.4061,-0.293832,-0.747249,-0.959769,-0.902164,-0.861823,0.358664,
X[1] * X[33],-0.0383817,0.339868,0.0977784,0.205392,0.136243,0.14818,0.124503,
X[1] * X[34],-0.00963235,0.0124554,0.0118282,-0.0141809,-0.0656472,-0.0130354,0.0284565,
X[1] * X[35],0.0903918,0.022801,0.0642003,0.0808907,0.032412,0.0581392,0.0264774,
X[1] * X[36],-0.00308619,-0.0520263,-0.125019,-0.116327,-0.0997443,-0.0792406,0.0456762,
X[2] * X[29],0.512659,0.676277,0.337373,0.92144,0.247779,0.539106,0.241356,
X[2] * X[30],0.613875,-0.593372,-0.245482,-0.289936,0.297457,-0.0434916,0.436412,
X[2] * X[31],0.347032,0.998035,0.934672,0.603255,0.429912,0.662581,0.262217,
X[2] * X[32],-1.68075,-1.46657,-1.57225,-1.27332,-1.05872,-1.41032,0.221318,
X[2] * X[33],-0.710632,-0.154045,-0.00855846,-0.352269,-0.148716,-0.274844,0.24385,
X[2] * X[34],-0.0334719,-0.171915,0.0128593,-0.122605,-0.166957,-0.0964179,0.0738445,
X[2] * X[35],-0.0966596,-0.379962,-0.258868,-0.135055,-0.270932,-0.228295,0.101761,
X[2] * X[36],-1.10876,-3.92949,-2.48947,-3.02111,-4.998,-3.10936,1.31408,
X[3] * X[29],4.46998,3.82142,3.52174,3.95261,4.1514,3.98343,0.317901,
X[3] * X[30],1.71738,2.05483,1.74897,2.02165,2.0903,1.92663,0.15975,
X[3] * X[32],-4.93943,-4.47491,-3.9263,-4.51549,-4.82439,-4.53611,0.35265,
X[3] * X[33],-0.364586,-0.366686,-0.00278802,-0.264498,-0.215726,-0.242857,0.133409,
X[3] * X[35],-0.013729,0.0376261,-0.0253118,-0.0659895,-0.0306326,-0.0196074,0.0335131,
X[3] * X[36],-0.513596,-1.39757,-0.0242904,-0.594244,-1.20896,-0.747732,0.497346,
X[5] * X[29],4.02915,2.8279,3.8328,4.68387,3.16614,3.70797,0.6541,
X[5] * X[30],3.71568,3.26204,2.76926,2.6592,3.37555,3.15635,0.39219,
X[5] * X[31],2.41395,1.79932,1.5294,1.63844,1.53676,1.78357,0.329912,
X[5] * X[32],0.611089,0.800508,0.652354,-0.830197,0.670906,0.380932,0.608869,
X[5] * X[33],1.36512,0.481311,1.7376,0.398525,2.22973,1.24246,0.710844,
X[5] * X[34],-1.04463,-0.605998,-0.671317,-0.96611,-0.728474,-0.803307,0.171287,
X[5] * X[35],0.281042,-0.0127606,0.145475,0.589164,-0.00167522,0.200249,0.222229,
X[5] * X[36],2.15229,1.67119,2.44703,2.79392,2.28819,2.27053,0.368398,
X[6] * X[29],0.932747,0.490278,2.1142,2.28915,1.42938,1.45115,0.683283,
X[6] * X[30],0.92075,0.339483,-0.640148,-0.862421,0.427658,0.0370645,0.677143,
X[6] * X[31],0.116376,0.0621609,0.872595,0.411354,0.703184,0.433134,0.317643,
X[6] * X[32],-0.403524,0.531915,1.03792,1.03965,0.938549,0.628902,0.549035,
X[6] * X[33],-0.855895,0.222805,-0.0900318,0.390942,-0.805331,-0.227502,0.516316,
X[6] * X[34],0.361341,1.65598,1.06189,1.41701,1.20744,1.14073,0.438161,
X[6] * X[35],0.62572,0.892468,1.13015,0.0670741,1.02146,0.747375,0.379553,
X[6] * X[36],0.572401,-0.0356722,0.724261,-0.533421,0.925026,0.330519,0.538046,
X[7] * X[29],0.590625,1.40964,0.201097,1.20162,2.01866,1.08433,0.635044,
X[7] * X[30],-0.092424,0.946612,-1.51023,-1.90431,-0.266283,-0.565327,1.02808,
X[7] * X[31],0.688818,-0.41264,0.40504,-0.266473,-0.396241,0.00370094,0.455356,
X[7] * X[32],-1.49263,1.62379,0.65267,-0.253725,-0.198811,0.06626,1.03659,
X[7] * X[33],-1.20314,-0.712502,-1.39506,-1.41966,-1.31301,-1.20868,0.259369,
X[7] * X[34],2.09606,1.87545,2.2088,2.19537,2.1752,2.11018,0.123699,
X[7] * X[35],1.08854,0.28776,-0.117437,0.0971524,0.495597,0.370322,0.412523,
